	prediction key	run number	index	Accuracy	Inter-Aspect	Position	CWR	Model	Macro F1	STAC Multi	STAC 1	STAC	Dataset	1-TSSR	1-multi-TSSR	1-target	distinct_sentiment_1	distinct_sentiment_2	distinct_sentiment_3	high-TSSR	high-shot	high-targets	known_sentiment_known_target	low-TSSR	low-shot	low-targets	med-shot	med-targets	unknown_sentiment_known_target	unknown_targets	zero-shot	Data Split	Total Sentences	DS 1 Sentences	DS 2 and 3 Sentences
34	predicted_target_sentiment_AE_GloVe_Weighting_None	2	82	0.5753640299094844	False	Weighting	False	AE	0.45661527596193846	0.1116751269035533	0.44776119402985076	0.2943221320973349	Election	0.36430921052631576	0.5072762324671044	0.36430921052631576	0.49515038238472225	0.4107411243734749	0.4941990920317962	0.4174563490341832	0.44950512982815144	0.47063707420301726	0.4653087260411808	0.4300184557846372	0.4431012969334896	0.45600873266981584	0.4552374733241409	0.4526711906622698	0.18824685534591193	0.4701666446818802	0.4701666446818802	Test	863	469	394
35	predicted_target_sentiment_AE_GloVe_Weighting_None	3	83	0.585202676111767	False	Weighting	False	AE	0.4573975196824301	0.1065989847715736	0.4690831556503198	0.30359212050984935	Election	0.39768577796746807	0.4837686895811431	0.39768577796746807	0.4774816410058857	0.4375226384423718	0.4534213536771082	0.46405742799115446	0.43025016923543496	0.48907359003406725	0.46304282532754515	0.4216263149394685	0.4658076892339018	0.42786985926243454	0.45093764395823244	0.487338450447982	0.24612847738319368	0.4631630582950712	0.4631630582950712	Test	863	469	394
36	predicted_target_sentiment_AE_GloVe_Weighting_None	4	84	0.5789059425423062	False	Weighting	False	AE	0.44205062561257225	0.10913705583756345	0.417910447761194	0.2769409038238702	Election	0.3845366103430619	0.4697198944511016	0.3845366103430619	0.46185402324268354	0.4109209883160129	0.47998276233570353	0.41777518918454143	0.4362193623641879	0.47261664975667933	0.45433322599230214	0.42745863014369295	0.4467697571534295	0.4168527029512785	0.4373654062807358	0.47075176730224827	0.19337107757661867	0.4243920336808014	0.4243920336808014	Test	863	469	394
37	predicted_target_sentiment_AE_GloVe_Weighting_None	5	85	0.5922865013774105	False	Weighting	False	AE	0.457731177498292	0.1319796954314721	0.4520255863539446	0.30590961761297797	Election	0.3693585107807687	0.49149579490653733	0.3693585107807687	0.48130882077477494	0.42298089826152885	0.48896021821394947	0.4398289800479791	0.4545163763829554	0.47119937880875024	0.4669522923259198	0.4364312056696659	0.45753381683518773	0.44336995402190915	0.44435415984120946	0.4783022191123311	0.20973533990659057	0.456752939380058	0.456752939380058	Test	863	469	394
38	predicted_target_sentiment_AE_GloVe_Weighting_None	6	86	0.5804801259346714	False	Weighting	False	AE	0.4545727343051697	0.12944162436548223	0.43923240938166314	0.29779837775202783	Election	0.3197126965357158	0.4992983955344093	0.3197126965357158	0.4847030716694676	0.4240814560160034	0.4359315376971879	0.43416032555735384	0.4566269660776156	0.4786889047247389	0.46294278293846886	0.42209386737367044	0.42869220835788485	0.43789705834533604	0.4486255299573547	0.4781674150078887	0.1519223590892124	0.4712221744250214	0.4712221744250214	Test	863	469	394
39	predicted_target_sentiment_AE_GloVe_Weighting_None	7	87	0.5844155844155844	False	Weighting	False	AE	0.4542623380344291	0.1218274111675127	0.4626865671641791	0.3070683661645423	Election	0.4394062078272604	0.48386743083795264	0.4394062078272604	0.4828887900610392	0.41697697542549617	0.4683840094618931	0.41114920588919396	0.4729227458041017	0.45939455590631156	0.4631165818478005	0.4371092639954533	0.42321212401754155	0.44370671670067696	0.44643458064309116	0.460856637165674	0.20000000000000004	0.455393457117595	0.455393457117595	Test	863	469	394
40	predicted_target_sentiment_AE_GloVe_Weighting_sequential	0	128	0.5757575757575758	sequential	Weighting	False	AE	0.4604610395274957	0.116751269035533	0.44136460554371004	0.2931633835457706	Election	0.3525252525252525	0.5041349287037289	0.3525252525252525	0.4907006804756215	0.4237116853521927	0.4687026912771998	0.4255964126908953	0.4750453194229432	0.4619417207638203	0.46564866148893236	0.43968343964813594	0.45232875613431456	0.453620431751528	0.43711697303945	0.4822595409715757	0.2188769414575866	0.46498542829108264	0.46498542829108264	Test	863	469	394
41	predicted_target_sentiment_AE_GloVe_Weighting_sequential	1	129	0.5670995670995671	sequential	Weighting	False	AE	0.46206821934296166	0.1116751269035533	0.43283582089552236	0.2862108922363847	Election	0.41083718541345665	0.5118338656611116	0.41083718541345665	0.5027894205414672	0.42471266759884946	0.4432758703945145	0.41990939437291375	0.47059535593280466	0.4254780697889989	0.47080113922983835	0.43482913720638144	0.45107968831411965	0.4578313245703478	0.4477602474411888	0.5001123882503192	0.2211008316979722	0.4620871506630506	0.4620871506630506	Test	863	469	394
42	predicted_target_sentiment_AE_GloVe_Weighting_sequential	2	130	0.5757575757575758	sequential	Weighting	False	AE	0.44218603540573165	0.116751269035533	0.44136460554371004	0.2931633835457706	Election	0.3639097744360902	0.4628927596797885	0.3639097744360902	0.45469895211805716	0.4147451527497455	0.4687635692155545	0.4346185237547217	0.4372751206764847	0.4765904599663815	0.45176891743846864	0.42123670738208946	0.4297149738290227	0.4249227961325643	0.44447246576403904	0.44905636146611155	0.20013034541535069	0.44367815276906186	0.44367815276906186	Test	863	469	394
43	predicted_target_sentiment_AE_GloVe_Weighting_sequential	3	131	0.5733963006690279	sequential	Weighting	False	AE	0.43725912759834024	0.11421319796954314	0.44136460554371004	0.29200463499420626	Election	0.37822153951186205	0.46416158436618793	0.37822153951186205	0.4568090373237103	0.41412011945176014	0.4284285159285159	0.41617364435822557	0.4306407302068412	0.4502954458350245	0.44018081494572553	0.41427335814117777	0.4380629094166865	0.42225877081281266	0.41249304391300434	0.4594638600061847	0.22277777777777774	0.4591817112347858	0.4591817112347858	Test	863	469	394
44	predicted_target_sentiment_AE_GloVe_Weighting_sequential	4	132	0.5781188508461236	sequential	Weighting	False	AE	0.43577547185020377	0.10152284263959391	0.48187633262260127	0.3082271147161066	Election	0.3797414706505615	0.4504308118716755	0.3797414706505615	0.4443720522596711	0.41175211415896723	0.450461006624797	0.4253267626995099	0.4821343849253354	0.44399319620634764	0.4442158096552706	0.4118438196108099	0.418841618964018	0.43500218053973283	0.3991074639789451	0.434787405747874	0.23021308980213093	0.4266505977606605	0.4266505977606605	Test	863	469	394
45	predicted_target_sentiment_AE_GloVe_Weighting_sequential	5	133	0.5804801259346714	sequential	Weighting	False	AE	0.4581670884315559	0.09898477157360407	0.47121535181236673	0.30127462340672073	Election	0.3751470721332247	0.5197447992108546	0.3751470721332247	0.5065067594118665	0.40751354942336376	0.4688234215323759	0.4220739964689677	0.4595734652998704	0.4616927121747496	0.4659585398238359	0.4155250949321792	0.45983216219150885	0.4568036091076291	0.4317350432765746	0.4675123832448469	0.20938833570412518	0.4713167557508746	0.4713167557508746	Test	863	469	394
46	predicted_target_sentiment_AE_GloVe_Weighting_sequential	6	134	0.5844155844155844	sequential	Weighting	False	AE	0.4642591405382168	0.1218274111675127	0.4690831556503198	0.3105446118192352	Election	0.3772486772486772	0.5086018508389815	0.3772486772486772	0.4973092645695283	0.42783103994224597	0.46502463054187193	0.43947706464779634	0.44524314063802223	0.44879442221207405	0.4711408377527984	0.4328428889427947	0.4534471473215334	0.46152836616953036	0.46093106329041	0.48894151596848207	0.19035767713858287	0.48412913246664174	0.48412913246664174	Test	863	469	394
47	predicted_target_sentiment_AE_GloVe_Weighting_sequential	7	135	0.5828414010232192	sequential	Weighting	False	AE	0.43147348710538475	0.116751269035533	0.4861407249466951	0.3174971031286211	Election	0.41354434303788823	0.4520312295063463	0.41354434303788823	0.4510183497545172	0.40287133899674704	0.4292647384102945	0.4116129818573269	0.4245434419029081	0.43693140876105957	0.43799093040423903	0.404329983029241	0.4324593834372854	0.4267934989788247	0.4171130181207541	0.43239211857323423	0.21260022909507445	0.43425342696704855	0.43425342696704855	Test	863	469	394
48	predicted_target_sentiment_CNN_CWR_None_None	0	112	0.5230224321133412	False	False	True	CNN	0.39061329341955925	0.0	0.5863539445628998	0.3186558516801854	Election	0.3333333333333333	0.4886066150507742	0.3333333333333333	0.47563405622635463	0.30944072216783197	0.31104331104331107	0.32503412030902096	0.40978550903119865	0.37421623122980585	0.4008919567574489	0.29883495575859476	0.3602057479053615	0.40360346676863873	0.40127933850173475	0.3696786274664167	0.2146627565982405	0.379112285635065	0.379112285635065	Test	863	469	394
49	predicted_target_sentiment_CNN_CWR_None_None	1	113	0.5194805194805194	False	False	True	CNN	0.4183266425765513	0.0	0.582089552238806	0.3163383545770568	Election	0.3672978377702787	0.48793139020955373	0.3672978377702787	0.4796784322458523	0.3620997378080297	0.35648731179034204	0.4004332204519479	0.4365125893047566	0.42124767729606444	0.4173958541642469	0.3334944024726651	0.39286009445100345	0.4123038236037912	0.4253914303026858	0.42890394941040416	0.38393364592213697	0.40368541179561923	0.40368541179561923	Test	863	469	394
